"group_id"	"type"	"items_in_group"	"lo_value"	"p"	"FDR"	"goodsgrna"	"rank"	"log2FoldChange"
"nc_chr9_3"	"n"	1	0.43823	0.43807	0.999967	0	718	-0.023
"APP"	"x"	5	0.43825	0.44476	0.999967	1	719	-0.348
"RB1CC1"	"x"	6	0.43854	0.45713	0.999967	1	720	-0.0336
"nc_chr17_1"	"n"	1	0.43968	0.43939	0.999967	0	721	-0.0164
"PTK2"	"x"	6	0.44033	0.45848	0.999967	1	722	-0.145
"GTF2H4"	"x"	6	0.44123	0.45912	0.999967	1	723	-0.1002
"RB1"	"x"	6	0.44302	0.46046	0.999967	1	724	0.011
"UBC"	"x"	6	0.44391	0.46117	0.999967	1	725	-0.01905
"DEFA5"	"x"	6	0.44569	0.46261	0.999967	1	726	-0.02393
"SRSF10"	"x"	6	0.44614	0.46297	0.999967	1	727	-0.0443
"PIK3CG"	"x"	6	0.44703	0.46362	0.999967	1	728	-0.0888
"FOXP3"	"x"	6	0.44747	0.46397	0.999967	1	729	-0.075
"PRDM1"	"x"	6	0.44791	0.46432	0.999967	1	730	0.012
"PIM1"	"x"	6	0.44836	0.46468	0.999967	1	731	0.1201
"nc_chr2_7"	"n"	1	0.44938	0.4493	0.999967	0	732	-0.0265
"ZAP70"	"x"	6	0.44969	0.46569	0.999967	1	733	-0.199
"RFX1"	"x"	6	0.45013	0.46602	0.999967	1	734	-0.0555
"KRT18"	"x"	6	0.45057	0.46635	0.999967	1	735	0.21
"PER1"	"x"	6	0.45189	0.46741	0.999967	1	736	-0.06025
"PRKCD"	"x"	5	0.45337	0.45828	0.999967	1	737	-0.037
"DUSP5"	"x"	6	0.45409	0.46911	0.999967	1	738	0.01043
"CEBPA"	"x"	6	0.45453	0.46949	0.999967	1	739	0.1855
"STAT2"	"x"	6	0.45585	0.47054	0.999967	1	740	-0.142
"CAMKK2"	"x"	6	0.45847	0.47257	0.999967	1	741	-0.026
"nc_chr3_5"	"n"	1	0.45957	0.45959	0.999967	0	742	-0.0201
"HLA-G"	"x"	6	0.45978	0.47366	0.999967	1	743	-0.04165
"ARFIP2"	"x"	6	0.46065	0.47441	0.999967	1	744	-0.13875
"RXRA"	"x"	6	0.46108	0.47476	0.999967	1	745	0.01
"EMC1"	"x"	6	0.46152	0.47503	0.999967	1	746	-0.0788
"CDK5"	"x"	6	0.46195	0.47543	0.999967	1	747	-0.3935
"EIF4B"	"x"	6	0.46412	0.47706	0.999967	1	748	0.04505
"FAIM2"	"x"	5	0.46523	0.46901	0.999967	1	749	0.00319
"RPS6KB2"	"x"	6	0.46628	0.47883	0.999967	1	750	-0.0263
"GAB2"	"x"	5	0.4667	0.47028	0.999967	1	751	-0.134
"KIR3DL1"	"x"	3	0.46817	0.46728	0.999967	0	752	-0.136
"ACAP1"	"x"	6	0.46843	0.48068	0.999967	1	753	-0.07465
"nc_chr8_7"	"n"	1	0.46866	0.4686	0.999967	0	754	-0.0102
"PRKACA"	"x"	6	0.46886	0.48101	0.999967	1	755	0.0305
"CETN2"	"x"	6	0.46972	0.48167	0.999967	1	756	0.014415
"nc_chr2_11"	"n"	1	0.46987	0.46989	0.999967	0	757	-0.0134
"nc_chr12_11"	"n"	1	0.47024	0.47032	0.999967	0	758	-0.0114
"RAC1"	"x"	6	0.47229	0.48389	0.999967	1	759	-0.10355
"CSNK1A1"	"x"	6	0.47356	0.485	0.999967	1	760	0.0162
"nc_chr21_5"	"n"	1	0.47521	0.47538	0.999967	0	761	-0.0116
"CTNND1"	"x"	6	0.47527	0.48656	0.999967	1	762	-0.07635
"HSP90AA1"	"x"	6	0.47569	0.48693	0.999967	1	763	-0.0114595
"EIF2B4"	"x"	6	0.47612	0.4873	0.999967	1	764	0.1575
"MEF2C"	"x"	6	0.47697	0.48797	0.999967	1	765	-0.1165
"nc_chr4_7"	"n"	1	0.47715	0.47733	0.999967	0	766	-0.00466
"GINS4"	"x"	6	0.47781	0.48866	0.999967	1	767	0.118
"nc_chr14_5"	"n"	1	0.47799	0.47814	0.999967	0	768	-0.00824
"SMG7"	"x"	6	0.47866	0.48928	0.999967	1	769	-0.017999485
"SIGLEC10"	"x"	6	0.4795	0.48995	0.999967	1	770	-0.113
"CUL1"	"x"	6	0.48035	0.49054	0.999967	1	771	0.1033
"SIAH1"	"x"	6	0.48077	0.49088	0.999967	1	772	-0.1655
"ORC5"	"x"	6	0.48287	0.49263	0.999967	1	773	-0.1209
"NDRG1"	"x"	6	0.48371	0.49323	0.999967	1	774	-0.1695
"DUSP1"	"x"	6	0.48413	0.49363	0.999967	1	775	0.0138
"MECP2"	"x"	6	0.48455	0.49391	0.999967	1	776	-0.00373299
"nc_chr11_9"	"n"	1	0.48466	0.48498	0.999967	0	777	-0.00863
"TPRKB"	"x"	6	0.4858	0.4951	0.999967	1	778	-0.0438
"IL15RA"	"x"	5	0.4862	0.48814	0.999967	1	779	-0.0375
"DNTT"	"x"	6	0.48622	0.49544	0.999967	1	780	0.1265
"UCHL5"	"x"	6	0.48664	0.49582	0.999967	1	781	-0.194
"nc_chr6_9"	"n"	1	0.48842	0.48883	0.999967	0	782	-0.00381
"nc_chr16_8"	"n"	1	0.48879	0.48921	0.999967	0	783	-0.0076
"MKNK1"	"x"	6	0.48955	0.49818	0.999967	1	784	0.172
"C16orf72"	"x"	6	0.48997	0.49857	0.999967	1	785	0.01286
"nc_chr10_6"	"n"	1	0.49	0.4902	0.999967	0	786	-0.00172
"nc_chr3_9"	"n"	1	0.49048	0.49079	0.999967	0	787	-0.00683
"UBE2H"	"x"	6	0.4908	0.49926	0.999967	1	788	0.12705
"nc_chr21_8"	"n"	1	0.49133	0.49165	0.999967	0	789	-0.00547
"CALM1"	"x"	6	0.49163	0.50002	0.999967	1	790	0.02445
"PPIH"	"x"	6	0.49287	0.50108	0.999967	1	791	0.0758
"CDK4"	"x"	6	0.49369	0.50184	0.999967	1	792	-0.0202
"nc_chr4_2"	"n"	1	0.49473	0.49503	0.999967	0	793	-0.00389
"JDP2"	"x"	6	0.49493	0.50279	0.999967	1	794	0.1365
"MYH9"	"x"	6	0.49698	0.50455	0.999967	1	795	-0.0361
"ATXN1"	"x"	6	0.49739	0.50493	0.999967	1	796	-0.0481
"FOSL1"	"x"	5	0.49854	0.49971	0.999967	1	797	-0.0524
"INS"	"x"	6	0.49862	0.50601	0.999967	1	798	0.01382
"ZNF217"	"x"	6	0.49985	0.50708	0.999967	1	799	-0.12335
"HTRA2"	"x"	6	0.50148	0.50847	0.999967	1	800	-0.1395
"RPS6KB1"	"x"	6	0.50311	0.50978	0.999967	1	801	0.0115
"POLQ"	"x"	6	0.50351	0.51015	0.999967	1	802	-0.062815
"SNRPB2"	"x"	6	0.50392	0.51047	0.999967	1	803	0.3575
"RPS7"	"p"	6	0.50433	0.51085	0.999967	1	804	0.2305
"NEIL1"	"x"	6	0.50716	0.5132	0.999967	1	805	0.011805
"nc_chr13_9"	"n"	1	0.50782	0.50811	0.999967	0	806	0.00627
"CFLAR"	"x"	6	0.50877	0.51452	0.999967	1	807	-0.0589
"nc_chrX_1"	"n"	1	0.50891	0.5093	0.999967	0	808	0.00221
"RAD50"	"x"	6	0.50917	0.51492	0.999967	1	809	0.03145
"SNCAIP"	"x"	6	0.50957	0.51526	0.999967	1	810	-0.08885
"MRE11"	"x"	6	0.51078	0.51629	0.999967	1	811	-0.01471
"DCX"	"x"	6	0.51278	0.51802	0.999967	1	812	0.07505
"NGFR"	"x"	6	0.51318	0.51833	0.999967	1	813	-0.0926
"nc_chrX_2"	"n"	1	0.51376	0.51389	0.999967	0	814	0.00381
"MAPK1"	"x"	6	0.51397	0.51894	0.999967	1	815	-0.1515
"CDK8"	"x"	6	0.51437	0.51928	0.999967	1	816	0.0165
"SP1"	"x"	6	0.51477	0.51957	0.999967	1	817	-0.07105
"DLX5"	"x"	6	0.51636	0.52089	0.999967	1	818	-0.13545
"PSMB3"	"p"	6	0.51676	0.52122	0.999967	1	819	-0.04345
"nc_chr6_2"	"n"	1	0.51691	0.51693	0.999967	0	820	0.0104
"nc_chr15_10"	"n"	1	0.518	0.51808	0.999967	0	821	0.0061
"EZR"	"x"	6	0.51874	0.523	0.999967	1	822	0.1455
"nc_chr3_8"	"n"	1	0.51885	0.5189	0.999967	0	823	0.00924
"KIF11"	"x"	6	0.51913	0.52328	0.999967	1	824	0.1254
"IKBKG"	"x"	6	0.52189	0.52573	0.999967	1	825	0.0146
"nc_chr7_9"	"n"	1	0.52322	0.52359	0.999967	0	826	0.00955
"BUB1"	"x"	6	0.52386	0.52763	0.999967	1	827	0.2885
"nc_chr10_11"	"n"	1	0.52516	0.52554	0.999967	0	828	0.00715
"WDR1"	"x"	5	0.52517	0.52521	0.999967	1	829	0.126
"KHSRP"	"x"	6	0.52581	0.52925	0.999967	1	830	0.235
"MAP3K3"	"x"	6	0.52659	0.52995	0.999967	1	831	-0.134
"SHISA9"	"x"	6	0.52698	0.53036	0.999967	1	832	-0.04932
"ABL1"	"x"	6	0.52737	0.53064	0.999967	1	833	-0.19915
"RPL30"	"p"	6	0.52776	0.53095	0.999967	1	834	-0.037
"STMN2"	"x"	6	0.52932	0.53228	0.999967	1	835	0.0201
"AIMP1"	"x"	6	0.53048	0.53326	0.999967	1	836	-0.0778
"PPP1R2"	"x"	6	0.53164	0.53435	0.999967	1	837	-0.01775
"PTEN"	"x"	6	0.53203	0.53469	0.999967	1	838	-0.13495
"nc_chr10_7"	"n"	1	0.53207	0.53208	0.999967	0	839	0.00917
"STK39"	"x"	5	0.53215	0.53201	0.999967	0	840	-0.0176
"PTPN1"	"x"	6	0.53242	0.53497	0.999967	1	841	-0.11185
"PPP6C"	"x"	6	0.53319	0.53569	0.999967	1	842	-0.00894999999999842
"KNL1"	"x"	5	0.53347	0.53333	0.999967	0	843	-0.0779
"PTPRC"	"x"	6	0.53357	0.53612	0.999967	1	844	0.0739
"IL20RA"	"x"	6	0.53396	0.53648	0.999967	1	845	0.121
"YWHAE"	"x"	6	0.53511	0.53758	0.999967	1	846	-0.0377
"POLM"	"x"	5	0.53544	0.53527	0.999967	0	847	0.134
"nc_chr12_10"	"n"	1	0.53546	0.53528	0.999967	0	848	0.0145
"MUL1"	"x"	6	0.53665	0.53911	0.999967	1	849	-0.05481
"DKK4"	"x"	6	0.53818	0.54055	0.999967	1	850	-0.1009545
"IGF1R"	"x"	6	0.53856	0.54088	0.999967	1	851	0.10645
"CHTF18"	"x"	6	0.53894	0.54123	0.999967	1	852	0.1024
"SH2B1"	"x"	6	0.54008	0.54223	0.999967	1	853	-0.078485
"RAB7A"	"x"	6	0.54085	0.54289	0.999967	1	854	0.03975
"nc_chr7_11"	"n"	1	0.54104	0.54101	0.999967	0	855	0.0124
"GPHN"	"x"	6	0.54161	0.54355	0.999967	1	856	0.01334
"DCPS"	"x"	6	0.54199	0.54383	0.999967	1	857	-0.09955
"ADSS"	"x"	6	0.54236	0.54415	0.999967	1	858	0.1128
"RAD51B"	"x"	6	0.54274	0.54458	0.999967	1	859	-0.0875
"TELO2"	"x"	5	0.54327	0.54355	0.999967	0	860	0.00462
"DUSP9"	"x"	6	0.5435	0.54523	0.999967	1	861	-0.2255
"ZBTB14"	"x"	6	0.54464	0.54627	0.999967	1	862	-0.03435
"nc_chr7_5"	"n"	1	0.54553	0.54564	0.999967	0	863	0.0161
"CCNH"	"x"	6	0.54614	0.54765	0.999967	1	864	0.0938
"TGFB1"	"x"	6	0.5469	0.54856	0.999967	1	865	0.1165
"FOXO4"	"x"	6	0.54765	0.54922	0.999967	1	866	0.05465
"RPS27"	"p"	6	0.54802	0.5496	0.999967	1	867	0.199
"CYCS"	"x"	6	0.54877	0.55038	0.999967	1	868	0.193
"PPP1CB"	"x"	6	0.54915	0.55072	0.999967	1	869	0.03455
"IL20RB"	"x"	6	0.55139	0.553	0.999967	1	870	-0.07345
"BRD2"	"x"	6	0.55176	0.55337	0.999967	1	871	0.10085
"TBX3"	"x"	6	0.55214	0.55367	0.999967	1	872	0.4325
"RFC4"	"x"	6	0.55251	0.55399	0.999967	1	873	-0.0224
"RASSF1"	"x"	6	0.55325	0.55475	0.999967	1	874	0.0902
"PTPN7"	"x"	4	0.55528	0.55576	0.999967	0	875	0.2385
"FER"	"x"	6	0.55622	0.55757	0.999967	1	876	0.052405
"CDCA7"	"x"	6	0.55659	0.55785	0.999967	1	877	0.374
"NKX2-5"	"x"	6	0.55696	0.55818	0.999967	1	878	-0.0119
"ELAVL1"	"x"	6	0.55806	0.55924	0.999967	1	879	0.1358
"nc_chr3_3"	"n"	1	0.55826	0.55871	0.999967	0	880	0.0171
"REL"	"x"	6	0.55843	0.55952	0.999967	1	881	-0.117
"FGF2"	"x"	6	0.55953	0.5606	0.999967	1	882	-0.0636
"BTRC"	"x"	6	0.561	0.56189	0.999967	1	883	0.06675
"nc_chr11_10"	"n"	1	0.56189	0.56251	0.999967	0	884	0.06
"CDC25A"	"x"	6	0.56283	0.56356	0.999967	1	885	-0.11355
"FZD9"	"x"	6	0.56356	0.5643	0.999967	1	886	0.16545
"ABI1"	"x"	6	0.56465	0.56536	0.999967	1	887	0.264
"nc_chr13_5"	"n"	1	0.56638	0.56706	0.999967	0	888	0.0302
"nc_chr15_6"	"n"	1	0.56771	0.56838	0.999967	0	889	0.0396
"IL22RA1"	"x"	6	0.56972	0.57004	0.999967	1	890	-0.009165
"NFKB1"	"x"	6	0.57008	0.57039	0.999967	1	891	-0.004
"PDS5A"	"x"	6	0.57044	0.57076	0.999967	1	892	0.0096
"TOP3A"	"x"	6	0.57152	0.57189	0.999967	1	893	0.17045
"nc_chr19_4"	"n"	1	0.57305	0.57381	0.999967	0	894	0.0928
"PKMYT1"	"x"	6	0.57367	0.57391	0.999967	1	895	0.13
"PDCD4"	"x"	6	0.57438	0.5747	0.999967	1	896	-0.219
"PDE3B"	"x"	6	0.57545	0.57559	0.999967	1	897	0.0938
"nc_chr14_1"	"n"	1	0.57547	0.57619	0.999967	0	898	0.0207
"IL1R1"	"x"	5	0.57597	0.5763	0.999967	0	899	-0.05
"nc_chr18_4"	"n"	1	0.57644	0.57713	0.999967	0	900	0.042
"PSMD1"	"p"	6	0.57652	0.57667	0.999967	1	901	0.051795
"MAD2L2"	"x"	6	0.57759	0.57774	0.999967	1	902	-0.04625
"IER3"	"x"	6	0.57794	0.57797	0.999967	1	903	-0.07285
"SOX10"	"x"	6	0.57829	0.5783	0.999967	1	904	0.215
"WDR83"	"x"	6	0.579	0.57901	0.999967	1	905	0.1113
"PFN1"	"x"	6	0.57971	0.5798	0.999967	1	906	-0.04835
"TWIST1"	"x"	6	0.58006	0.58018	0.999967	1	907	-0.1675
"2018/03/05"	"x"	6	0.58077	0.58094	0.999967	1	908	-0.0503
"GPI"	"x"	6	0.58147	0.58168	0.999967	1	909	0.165
"nc_chr13_1"	"n"	1	0.58166	0.58259	0.999967	0	910	0.0186
"LIFR"	"x"	6	0.58218	0.58234	0.999967	1	911	-0.02175
"TRRAP"	"x"	6	0.58253	0.58263	0.999967	1	912	0.207
"IL31RA"	"x"	6	0.58323	0.58328	0.999967	1	913	0.104
"HNRNPC"	"x"	6	0.58358	0.58366	0.999967	1	914	0.02935
"MCM9"	"x"	6	0.58393	0.58397	0.999967	1	915	0.03405
"MED19"	"x"	6	0.58463	0.58467	0.999967	1	916	-0.029
"RPL3"	"p"	6	0.58498	0.58497	0.999967	1	917	0.2765
"nc_chr5_6"	"n"	1	0.58517	0.58611	0.999967	0	918	0.0192
"MYT1"	"x"	6	0.58533	0.58532	0.999967	1	919	-0.1699
"SIRT1"	"x"	6	0.58603	0.58591	0.999967	1	920	0.0105
"nc_chr5_7"	"n"	1	0.58651	0.58751	0.999967	0	921	0.0371
"nc_chr11_6"	"n"	1	0.58663	0.58759	0.999967	0	922	0.0236
"XIAP"	"x"	6	0.58707	0.58686	0.999967	1	923	-0.0552
"nc_chr13_4"	"n"	1	0.58748	0.58845	0.999967	0	924	0.0269
"PTPN11"	"x"	6	0.58812	0.58802	0.999967	1	925	-0.065
"SLC7A5"	"x"	6	0.58846	0.58843	0.999967	1	926	-0.04675
"MET"	"x"	6	0.58916	0.58912	0.999967	1	927	0.07635
"FUT3"	"x"	6	0.59054	0.59029	0.999967	1	928	-0.0624
"BORA"	"x"	6	0.59192	0.59162	0.999967	1	929	0.0832
"SENP1"	"x"	6	0.59261	0.59221	0.999967	1	930	0.052
"WNT5A"	"x"	6	0.59502	0.59467	0.999967	0	931	-0.0508
"CCNB2"	"x"	6	0.59536	0.59513	0.999967	0	932	-0.1325
"TIAM1"	"x"	6	0.59604	0.59572	0.999967	0	933	-0.04635
"nc_chr17_6"	"n"	1	0.59633	0.59723	0.999967	0	934	0.0576
"nc_chr20_9"	"n"	1	0.59681	0.59776	0.999967	0	935	0.0756
"MAP3K8"	"x"	6	0.59741	0.59721	0.999967	0	936	0.0585
"MAP3K5"	"x"	6	0.59843	0.59814	0.999967	0	937	-0.0539
"IL6R"	"x"	6	0.59911	0.59882	0.999967	0	938	0.1235
"nc_chr3_11"	"n"	1	0.59911	0.60015	0.999967	0	939	0.0232
"CBL"	"x"	5	0.59982	0.60013	0.999967	0	940	-0.0101
"CHEK2"	"x"	6	0.60013	0.59983	0.999967	0	941	0.1885
"FAM129A"	"x"	6	0.6008	0.60052	0.999967	0	942	-0.03993
"NFKBIB"	"x"	6	0.60114	0.60089	0.999967	0	943	-0.1313
"FZD3"	"x"	6	0.60182	0.6016	0.999967	0	944	0.008
"HGS"	"x"	6	0.60215	0.60188	0.999967	0	945	-0.000949999999999999
"SMARCAL1"	"x"	6	0.60317	0.60284	0.999967	0	946	0.1098
"EPHB2"	"x"	6	0.60384	0.60355	0.999967	0	947	-0.227
"PSMD6"	"p"	6	0.60485	0.60451	0.999967	0	948	0.3105
"PGR"	"x"	6	0.60552	0.60508	0.999967	0	949	-0.01855
"NDN"	"x"	5	0.60619	0.60621	0.999967	0	950	0.0212
"HDAC5"	"x"	6	0.60652	0.60612	0.999967	0	951	0.04685
"nc_chr15_1"	"n"	1	0.60687	0.60804	0.999967	0	952	0.0939
"nc_chr8_6"	"n"	1	0.60736	0.60853	0.999967	0	953	0.0409
"CSNK1A1L"	"x"	6	0.60752	0.60711	0.999967	0	954	-0.01366
"HTT"	"x"	6	0.60886	0.60844	0.999967	0	955	-0.0691
"MSH4"	"x"	6	0.61085	0.61033	0.999967	0	956	0.1585
"PAK2"	"x"	5	0.61248	0.61256	0.999967	0	957	0.0143
"HIPK2"	"x"	6	0.6125	0.61201	0.999967	0	958	0.1144
"nc_chr13_8"	"n"	1	0.61306	0.61421	0.999967	0	959	0.0311
"FDPS"	"x"	6	0.61316	0.61266	0.999967	0	960	0.30535
"DACT2"	"x"	6	0.61382	0.61325	0.999967	0	961	0.1037
"KAT2A"	"x"	6	0.61415	0.61355	0.999967	0	962	-0.04865
"CASP8"	"x"	6	0.61448	0.61389	0.999967	0	963	-0.016085
"CTNNBIP1"	"x"	6	0.61546	0.61483	0.999967	0	964	-0.079
"RAF1"	"x"	5	0.61672	0.61671	0.999967	0	965	-0.00339
"CAPN2"	"x"	6	0.61677	0.61609	0.999967	0	966	-0.0667
"MAP2K4"	"x"	6	0.6171	0.61636	0.999967	0	967	0.2165
"VASP"	"x"	6	0.61743	0.61669	0.999967	0	968	0.0066
"VPS37A"	"x"	6	0.61841	0.61766	0.999967	0	969	0.06455
"NBN"	"x"	6	0.61873	0.618	0.999967	0	970	0.02563
"ARF4"	"x"	6	0.61971	0.61902	0.999967	0	971	-0.0199
"nc_chr18_5"	"n"	1	0.61985	0.62088	0.999967	0	972	0.101
"RPL18A"	"p"	6	0.62101	0.62028	0.999967	0	973	0.11905
"ALKBH2"	"x"	6	0.62198	0.62125	0.999967	0	974	-0.045795
"nc_chr14_7"	"n"	1	0.62239	0.62357	0.999967	0	975	0.0458
"EWSR1"	"x"	6	0.62295	0.62215	0.999967	0	976	0.2185
"nc_chr11_1"	"n"	1	0.62324	0.6244	0.999967	0	977	0.0561
"FOXA1"	"x"	6	0.62327	0.62248	0.999967	0	978	0.013995
"FBXW7"	"x"	6	0.62359	0.62277	0.999967	0	979	0.0126
"JAK1"	"x"	6	0.62391	0.62307	0.999967	0	980	0.0134
"SMAD3"	"x"	6	0.62424	0.62337	0.999967	0	981	0.021
"DKK1"	"x"	6	0.62488	0.62408	0.999967	0	982	-0.1235
"nc_chr9_7"	"n"	1	0.6253	0.6266	0.999967	0	983	0.0595
"INTS12"	"x"	6	0.62584	0.62494	0.999967	0	984	-0.0855
"USP7"	"x"	5	0.62592	0.62594	0.999967	0	985	0.0737
"C3orf38"	"x"	6	0.62616	0.62525	0.999967	0	986	0.00325
"nc_chr17_3"	"n"	1	0.62676	0.62819	0.999967	0	987	0.0659
"MAST3"	"x"	6	0.6268	0.62597	0.999967	0	988	-0.0078
"PCSK1N"	"x"	6	0.62744	0.62651	0.999967	0	989	-0.0293
"MUTYH"	"x"	6	0.62776	0.62697	0.999967	0	990	-0.002655
"ATR"	"x"	6	0.62872	0.62784	0.999967	0	991	0.1765
"STAT1"	"x"	6	0.62904	0.62819	0.999967	0	992	0.161
"GMNN"	"x"	6	0.62936	0.62846	0.999967	0	993	-0.0742
"SOX2"	"x"	6	0.62967	0.62883	0.999967	0	994	-0.13175
"FZD7"	"x"	5	0.63004	0.62997	0.999967	0	995	0.121
"FZD8"	"x"	6	0.63094	0.63015	0.999967	0	996	-0.000150000000000004
"DVL2"	"x"	6	0.63126	0.63045	0.999967	0	997	0.07585
"ADRB2"	"x"	6	0.63158	0.63079	0.999967	0	998	0.02875
"KLF5"	"x"	6	0.63253	0.63168	0.999967	0	999	-0.03515
"STAT4"	"x"	6	0.63379	0.63289	0.999967	0	1000	-0.0589
"RELA"	"x"	6	0.6341	0.6332	0.999967	0	1001	-0.09905
"nc_chr16_9"	"n"	1	0.63452	0.6361	0.999967	0	1002	0.071
"nc_chr9_8"	"n"	1	0.635	0.63666	0.999967	0	1003	0.0712
"S1PR1"	"x"	6	0.63505	0.63413	0.999967	0	1004	0.000435151
"PFAS"	"x"	6	0.63536	0.63438	0.999967	0	1005	-0.00355
"PPARG"	"x"	6	0.63693	0.63612	0.999967	0	1006	-0.009945
"YES1"	"x"	6	0.63724	0.63645	0.999967	0	1007	0.0203
"LRP5"	"x"	6	0.63755	0.63672	0.999967	0	1008	0.01805
"CDC25C"	"x"	6	0.63786	0.63701	0.999967	0	1009	-0.08095
"nc_chr18_11"	"n"	1	0.6384	0.63993	0.999967	0	1010	0.0634
"LEF1"	"x"	6	0.6388	0.63797	0.999967	0	1011	0.05445
"SMAD7"	"x"	6	0.64035	0.6393	0.999967	0	1012	0.0785
"RPP25L"	"x"	6	0.64128	0.64043	0.999967	0	1013	0.0555
"EPHA3"	"x"	6	0.64159	0.64072	0.999967	0	1014	-0.0195
"FAAP24"	"x"	6	0.6419	0.64103	0.999967	0	1015	0.05945
"PLK1"	"x"	6	0.64344	0.64265	0.999967	0	1016	0.1365
"PRKDC"	"x"	6	0.64375	0.64293	0.999967	0	1017	-0.082
"STK4"	"x"	6	0.64406	0.64329	0.999967	0	1018	0.0556
"FASN"	"x"	6	0.64467	0.64398	0.999967	0	1019	-0.0463
"MAT1A"	"x"	6	0.64529	0.64468	0.999967	0	1020	-0.01255
"INPPL1"	"x"	6	0.64559	0.64495	0.999967	0	1021	0.00405
"PFKFB2"	"x"	6	0.64621	0.64557	0.999967	0	1022	-0.0382
"ANLN"	"x"	6	0.64651	0.64595	0.999967	0	1023	0.2185
"STAT6"	"x"	6	0.64895	0.6482	0.999967	0	1024	0.15
"DUSP19"	"x"	6	0.64956	0.64886	0.999967	0	1025	0.06415
"ORC3"	"x"	6	0.64986	0.64923	0.999967	0	1026	0.0056
"EEFSEC"	"x"	6	0.65107	0.65043	0.999967	0	1027	0.07355
"BUB3"	"x"	6	0.65168	0.65093	0.999967	0	1028	-0.01387
"FZD4"	"x"	6	0.65198	0.65124	0.999967	0	1029	0.11465
"NOXA1"	"x"	6	0.65228	0.65153	0.999967	0	1030	0.1012
"nc_chr10_8"	"n"	1	0.65319	0.6547	0.999967	0	1031	0.0621
"HECTD1"	"x"	6	0.65349	0.65276	0.999967	0	1032	-0.03545
"FADD"	"x"	6	0.65379	0.65308	0.999967	0	1033	0.1409
"ABHD11"	"x"	6	0.65469	0.65402	0.999967	0	1034	-0.1549
"PRKD1"	"x"	6	0.65768	0.65717	0.999967	0	1035	-0.07005
"MAPK14"	"x"	6	0.65797	0.65746	0.999967	0	1036	0.04005
"CDON"	"x"	6	0.65857	0.65802	0.999967	0	1037	0.02045
"EAF1"	"x"	6	0.65976	0.65928	0.999967	0	1038	-0.05898
"PPP2CA"	"x"	6	0.66005	0.65953	0.999967	0	1039	0.05505
"ADAR"	"x"	6	0.66064	0.66016	0.999967	0	1040	0.189
"CNTFR"	"x"	6	0.66094	0.66051	0.999967	0	1041	-0.232
"PTGS2"	"x"	6	0.66153	0.66106	0.999967	0	1042	-0.2035
"HMOX1"	"x"	6	0.66182	0.66134	0.999967	0	1043	-0.0599
"SNAI2"	"x"	6	0.66271	0.66226	0.999967	0	1044	0.0897
"KRT8"	"x"	6	0.6633	0.66284	0.999967	0	1045	-0.10005
"TRIM27"	"x"	6	0.66476	0.66437	0.999967	0	1046	0.04516
"EXO1"	"x"	6	0.66505	0.66462	0.999967	0	1047	0.0326
"AR"	"x"	6	0.66622	0.66577	0.999967	0	1048	-0.12
"DAAM1"	"x"	6	0.66709	0.6666	0.999967	0	1049	0.136
"DDX5"	"x"	6	0.66797	0.66741	0.999967	0	1050	0.1363
"ERCC1"	"x"	6	0.66942	0.66872	0.999967	0	1051	0.04655
"HMGN2"	"x"	6	0.6697	0.66901	0.999967	0	1052	0.0177
"CDK1"	"x"	6	0.66999	0.66928	0.999967	0	1053	-0.0487
"NME1"	"x"	6	0.67143	0.67075	0.999967	0	1054	-0.07
"nc_chr11_2"	"n"	1	0.67198	0.67283	0.999967	0	1055	0.0512
"ACLY"	"x"	6	0.67201	0.67136	0.999967	0	1056	0.1335
"WEE1"	"x"	5	0.67329	0.67299	0.999967	0	1057	0.0807
"SNAP23"	"x"	6	0.67344	0.67275	0.999967	0	1058	0.0105
"ULK1"	"x"	6	0.67516	0.67465	0.999967	0	1059	0.0386
"NUAK1"	"x"	6	0.67544	0.6749	0.999967	0	1060	-0.0310496785
"nc_chr12_1"	"n"	1	0.67562	0.67623	0.999967	0	1061	0.108
"HSD17B12"	"x"	6	0.6763	0.67572	0.999967	0	1062	-0.059795
"GJA1"	"x"	6	0.67686	0.67628	0.999967	0	1063	-0.0541
"CASP3"	"x"	6	0.67856	0.67797	0.999967	0	1064	0.141
"CUL3"	"x"	6	0.67884	0.67829	0.999967	0	1065	-0.05755
"nc_chr17_2"	"n"	1	0.67962	0.68012	0.999967	0	1066	0.0678
"IL5RA"	"x"	6	0.68025	0.67955	0.999967	0	1067	0.2805
"PRKAA2"	"x"	6	0.6811	0.68029	0.999967	0	1068	-0.0681
"JAK3"	"x"	6	0.68138	0.68055	0.999967	0	1069	-0.0434
"nc_chr18_7"	"n"	1	0.68156	0.68221	0.999967	0	1070	0.216
"ITCH"	"x"	6	0.68194	0.681	0.999967	0	1071	0.086195
"EFR3A"	"x"	6	0.68306	0.68219	0.999967	0	1072	0.065065
"HNRNPD"	"x"	6	0.68389	0.68297	0.999967	0	1073	-0.1845
"ERBB3"	"x"	6	0.68417	0.68324	0.999967	0	1074	-0.0713
"TDP1"	"x"	6	0.68612	0.68512	0.999967	0	1075	0.2822
"MAP2K3"	"x"	6	0.68695	0.68599	0.999967	0	1076	-0.08225
"E2F3"	"x"	6	0.68722	0.68625	0.999967	0	1077	0.223
